50000 50000
10132 37527 54
10133 18697 44
10134 26686 60
10135 1031 43
10136 13454 11
10137 22068 35
10138 14838 4
10139 26947 18
10140 12680 55
10141 17727 44
10142 3810 47
10143 39570 57
10144 43583 59
10145 4743 29
10146 43460 24
10147 29398 28
10148 40224 25
10149 42351 20
10150 21862 33
10151 18895 35
10152 39396 35
10153 1226 58
10154 9744 26
10155 3799 39
10156 42041 38
10157 13921 13
10158 36698 54
10159 30672 37
10160 15186 51
10161 32742 8
10162 16033 30
10163 1808 29
10164 14996 23
10165 2801 7
10166 36755 3
10167 41761 17
10168 33911 22
10169 44483 51
10170 9299 52
10171 1695 49
10172 45066 28
10173 49071 60
10174 26050 46
10175 3467 51
10176 31436 36
10177 4684 56
10178 29288 3
10179 46841 53
10180 34598 38
10181 22521 22
10182 21254 51
10183 27242 9
10184 26474 6
10185 7894 16
10186 7833 54
10187 29274 31
10188 29560 20
10189 12909 54
10190 49755 54
10191 34948 49
10192 45487 26
10193 23319 34
10194 48698 53
10195 31415 43
10196 35072 54
10197 3889 53
10198 31146 33
10199 25371 16
10200 36760 52
10201 20133 36
10202 14280 30
10203 43851 23
10204 16094 14
10205 38359 20
10206 15844 56
10207 5083 36
10208 19803 35
10209 49450 14
10210 2257 54
10211 48616 53
10212 20442 35
10213 25063 31
10214 9149 32
10215 43312 37
10216 15366 19
10217 2176 22
10218 30979 9
10219 16072 29
10220 47357 47
10221 9941 37
10222 17129 46
10223 44003 20
10224 49745 19
10225 41097 29
10226 41561 20
10227 35370 45
10228 45406 11
10229 41518 26
10230 16091 23
10231 23885 42
10232 13864 38
10233 46764 45
10234 29008 8
10235 20846 11
10236 16944 57
10237 10390 27
10238 16745 57
10239 43172 39
10240 1356 2
10241 3514 35
10242 35045 19
10243 47290 38
10244 2550 19
10245 15983 57
10246 17514 24
10247 47578 22
10248 43474 56
10249 48744 14
10250 4708 34
10251 32136 19
10252 7750 25
10253 39541 39
10254 29349 53
10255 19104 6
10256 43742 27
10257 37935 52
10258 30383 58
10259 15793 30
10260 7603 10
10261 12913 54
10262 44483 48
10263 17613 21
10264 32464 2
10265 42740 47
10266 26468 19
10267 28939 23
10268 41062 13
10269 46996 5
10270 32732 28
10271 27886 9
10272 49914 11
10273 3123 5
10274 10773 32
10275 29531 29
10276 15828 12
10277 4090 8
10278 19535 4
10279 44685 13
10280 19541 18
10281 38115 57
10282 41195 47
10283 23052 14
10284 30801 20
10285 29356 30
10286 30211 56
10287 15226 5
10288 1360 8
10289 37576 52
10290 44474 23
10291 35755 48
10292 40396 53
10293 10123 38
10294 42399 9
10295 14792 12
10296 23488 29
10297 19887 16
10298 10491 37
10299 24959 36
10300 48774 47
10301 8479 50
10302 16264 26
10303 39639 13
10304 199 38
10305 39280 12
10306 7133 46
10307 20068 48
10308 37269 16
10309 42647 24
10310 44940 47
10311 14498 34
10312 34827 42
10313 41214 54
10314 14919 11
10315 4255 51
10316 36458 18
10317 48996 6
10318 30310 44
10319 31075 45
10320 12705 52
10321 11951 6
10322 17234 43
10323 27147 56
10324 20227 21
10325 11629 2
10326 29493 51
10327 14312 56
10328 48493 8
10329 24256 60
10330 40949 24
10331 38914 41
10332 31629 15
10333 28249 14
10334 23333 34
10335 42348 3
10336 16082 35
10337 40491 49
10338 29869 43
10339 21910 9
10340 13596 58
10341 16304 54
10342 43580 18
10343 4025 13
10344 13394 27
10345 24986 49
10346 1917 5
10347 48657 29
10348 14799 16
10349 17669 20
10350 5666 29
10351 46898 30
10352 30522 52
10353 27231 59
10354 25302 12
10355 41861 37
10356 18419 56
10357 20683 40
10358 46600 39
10359 20803 48
10360 3559 55
10361 29289 55
10362 6418 37
10363 40470 49
10364 21716 53
10365 40289 11
10366 6402 23
10367 36691 3
10368 42996 48
10369 40152 47
10370 44280 18
10371 1577 46
10372 43512 12
10373 4655 7
10374 33961 2
10375 21614 21
10376 32900 12
10377 31579 28
10378 3041 60
10379 37123 12
10380 19227 54
10381 17321 54
10382 22388 34
10383 29381 56
10384 49146 36
10385 12456 32
10386 6625 49
10387 14615 46
10388 1614 4
10389 1187 38
10390 27975 40
10391 7203 13
10392 34535 14
10393 10768 44
10394 13658 38
10395 8522 45
10396 20528 8
10397 28820 33
10398 16458 25
10399 10121 48
10400 23523 4
10401 3546 17
10402 32912 37
10403 15706 18
10404 23351 26
10405 44696 9
10406 37890 7
10407 43146 24
10408 16264 5
10409 30610 33
10410 46109 5
10411 24430 19
10412 12252 5
10413 45711 21
10414 10771 23
10415 36755 48
10416 866 55
10417 18179 29
10418 41513 13
10419 36001 14
10420 24554 35
10421 19342 7
10422 15996 7
10423 38225 60
10424 13154 37
10425 49841 6
10426 8172 25
10427 22261 48
10428 23992 13
10429 13123 24
10430 22789 24
10431 11642 12
10432 17072 40
10433 21052 44
10434 48567 27
10435 659 19
10436 17984 56
10437 10331 26
10438 16568 42
10439 17924 28
10440 33798 40
10441 13026 45
10442 49359 30
10443 23496 40
10444 47124 55
10445 26563 7
10446 34770 41
10447 46106 54
10448 6598 2
10449 37623 60
10450 32249 46
10451 7244 24
10452 31959 28
10453 34923 21
10454 46489 14
10455 36798 29
10456 18458 24
10457 22081 17
10458 23344 48
10459 45220 14
10460 29597 42
10461 17580 45
10462 33707 48
10463 43251 49
10464 23111 26
10465 39187 42
10466 4186 9
10467 45112 57
10468 49379 32
10469 7829 3
10470 5731 28
10471 17791 24
10472 15567 52
10473 16961 45
10474 35417 58
10475 19197 33
10476 18355 56
10477 34004 41
10478 9586 9
10479 26125 46
10480 18736 59
10481 11089 21
10482 23672 11
10483 21436 30
10484 12806 28
10485 41453 53
10486 22763 20
10487 24410 52
10488 39855 49
10489 41163 3
10490 16205 38
10491 25878 26
10492 24568 57
10493 4441 28
10494 44908 24
10495 11376 25
10496 11387 4
10497 28794 28
10498 19779 51
10499 42475 44
10500 39426 12
10501 33282 57
10502 26681 30
10503 8548 22
10504 38617 3
10505 4074 35
10506 19954 27
10507 38009 11
10508 18748 23
10509 42273 59
10510 3549 4
10511 3951 48
10512 26576 19
10513 38876 22
10514 28801 31
10515 38065 17
10516 36382 30
10517 19622 15
10518 42120 12
10519 14218 27
10520 15656 23
10521 49395 34
10522 25987 14
10523 47062 12
10524 33309 22
10525 48187 46
10526 26021 56
10527 36001 37
10528 40018 59
10529 40628 26
10530 35276 23
10531 1413 30
10532 15071 54
10533 36293 23
10534 1916 10
10535 4770 10
10536 45448 30
10537 26399 60
10538 18154 13
10539 8608 49
10540 45531 3
10541 1925 44
10542 11646 33
10543 7960 31
10544 47607 55
10545 3045 33
10546 23677 10
10547 4090 15
10548 2302 41
10549 42683 4
10550 36944 3
10551 15962 52
10552 4058 58
10553 49634 14
10554 34760 19
10555 29144 45
10556 4406 53
10557 28552 32
10558 16668 9
10559 6657 53
10560 29222 38
10561 26122 14
10562 526 29
10563 25244 8
10564 12798 50
10565 43892 10
10566 28913 39
10567 17033 45
10568 26396 6
10569 12459 22
10570 896 60
10571 23073 30
10572 45422 11
10573 19362 11
10574 460 54
10575 33549 51
10576 21955 49
10577 28286 48
10578 39192 8
10579 33687 53
10580 14153 55
10581 39097 7
10582 28507 60
10583 37843 16
10584 16604 32
10585 35975 3
10586 14403 51
10587 6874 27
10588 8697 19
10589 25245 27
10590 11830 3
10591 30388 29
10592 37422 36
10593 16351 40
10594 43851 15
10595 29936 15
10596 6692 48
10597 43556 5
10598 8834 30
10599 24906 28
10600 32965 20
10601 14590 60
10602 48635 16
10603 45002 54
10604 43540 26
10605 18228 34
10606 16351 28
10607 30875 18
10608 6537 20
10609 41274 14
10610 19979 41
10611 41354 49
10612 10024 59
10613 17590 5
10614 45515 23
10615 38643 3
10616 26007 8
10617 36563 20
10618 24973 14
10619 21308 50
10620 24439 25
10621 35183 6
10622 3416 4
10623 29504 42
10624 36987 4
10625 39723 25
10626 35122 37
10627 15591 30
10628 702 52
10629 38846 51
10630 13287 41
10631 8371 60
10632 37038 26
10633 49639 29
10634 18692 56
10635 9794 22
10636 1988 36
10637 29611 11
10638 23199 8
10639 49836 45
10640 24201 56
10641 39216 39
10642 18597 23
10643 32859 32
10644 36306 18
10645 26157 50
10646 44995 44
10647 39307 23
10648 12843 51
10649 28485 32
10650 11093 33
10651 11106 19
10652 36516 38
10653 14664 14
10654 33668 39
10655 42182 53
10656 23536 55
10657 40304 13
10658 9274 54
10659 11418 6
10660 24151 16
10661 23229 56
10662 7142 55
10663 24844 17
10664 2570 7
10665 21568 34
10666 41465 35
10667 25026 2
10668 3681 35
10669 6135 34
10670 18980 55
10671 23734 36
10672 36783 12
10673 13061 10
10674 44830 16
10675 42547 10
10676 27617 15
10677 47157 57
10678 34813 49
10679 46574 55
10680 28715 20
10681 32169 34
10682 32745 28
10683 29832 9
10684 31390 53
10685 48096 42
10686 33528 14
10687 48340 3
10688 34134 2
10689 5351 44
10690 46826 14
10691 19516 53
10692 343 12
10693 36001 53
10694 42213 28
10695 31612 36
10696 49593 7
10697 27824 59
10698 18139 4
10699 17365 49
10700 3388 54
10701 16918 24
10702 35925 42
10703 49394 38
10704 17827 51
10705 25817 27
10706 26608 43
10707 44775 31
10708 43091 50
10709 27918 19
10710 18168 29
10711 30786 38
10712 23516 28
10713 29450 22
10714 30211 6
10715 31059 45
10716 42253 6
10717 2164 2
10718 22657 6
10719 21835 7
10720 9471 4
10721 20040 58
10722 39045 29
10723 5940 22
10724 18992 33
10725 15681 25
10726 14437 22
10727 32353 6
10728 20461 17
10729 27069 55
10730 34125 46
10731 9087 40
10732 18242 5
10733 44445 56
10734 39999 36
10735 36781 4
10736 45069 42
10737 18698 27
10738 7551 51
10739 33770 40
10740 10472 35
10741 6739 21
10742 1087 10
10743 1019 4
10744 41493 22
10745 28362 24
10746 47271 20
10747 15671 32
10748 33055 23
10749 7503 3
10750 42315 31
10751 11610 3
10752 28957 60
10753 36985 25
10754 41746 41
10755 939 18
10756 6498 59
10757 28658 40
10758 41129 53
10759 10413 38
10760 35350 41
10761 6154 52
10762 35034 29
10763 46370 14
10764 1843 5
10765 46502 37
10766 44111 41
10767 12566 16
10768 32730 15
10769 35457 55
10770 38156 52
10771 27375 32
10772 23448 56
10773 20535 18
10774 44785 22
10775 25822 15
10776 44012 21
10777 47973 23
10778 23776 39
10779 22608 19
10780 32383 32
10781 27001 49
10782 30871 11
10783 42777 41
10784 32781 59
10785 10067 52
10786 44804 41
10787 2445 16
10788 41049 23
10789 31272 46
10790 43105 56
10791 7091 26
10792 18721 35
10793 32187 58
10794 48982 24
10795 25785 33
10796 32470 37
10797 46459 24
10798 10196 36
10799 24237 3
10800 6215 28
10801 5794 58
10802 30316 52
10803 25201 8
10804 4369 54
10805 44493 32
10806 27776 43
10807 17555 4
10808 14056 33
10809 45027 2
10810 24451 3
10811 30584 35
10812 46254 33
10813 28189 31
10814 40292 30
10815 17547 35
10816 1521 21
10817 3579 7
10818 1479 9
10819 17052 8
10820 8484 23
10821 16074 53
10822 15678 19
10823 9000 9
10824 35483 3
10825 37298 37
10826 46049 57
10827 29909 14
10828 2437 27
10829 9027 8
10830 17411 5
10831 29338 14
10832 18667 30
10833 26813 54
10834 16001 48
10835 13748 8
10836 36290 7
10837 28965 59
10838 15985 32
10839 37612 30
10840 39871 22
10841 32505 36
10842 5169 9
10843 48763 39
10844 21057 19
10845 49317 10
10846 31458 15
10847 3969 52
10848 8705 12
10849 44051 15
10850 29371 17
10851 16965 58
10852 34592 25
10853 33113 54
10854 17647 51
10855 38796 3
10856 3604 21
10857 21330 56
10858 43450 42
10859 20947 17
10860 15386 32
10861 22215 33
10862 43347 22
10863 39716 21
10864 13687 48
10865 8265 42
10866 23905 8
10867 1375 58
10868 841 33
10869 28820 26
10870 33811 45
10871 32374 45
10872 24991 59
10873 27913 33
10874 18362 20
10875 8798 48
10876 18368 58
10877 11872 30
10878 40746 22
10879 30421 47
10880 47725 15
10881 5567 26
10882 19731 25
10883 19037 37
10884 1724 6
10885 38682 26
10886 44140 23
10887 43893 56
10888 12502 35
10889 29105 45
10890 4142 30
10891 21897 31
10892 27419 9
10893 42149 4
10894 47572 8
10895 6938 10
10896 17554 10
10897 37706 36
10898 3089 44
10899 32798 26
10900 25327 55
10901 1592 2
10902 31829 29
10903 20315 57
10904 15329 36
10905 48510 42
10906 19342 20
10907 38552 32
10908 34733 22
10909 33329 56
10910 870 31
10911 41650 57
10912 33805 7
10913 46512 32
10914 22418 59
10915 6203 40
10916 16160 26
10917 1344 48
10918 35826 35
10919 22098 59
10920 33553 12
10921 35768 44
10922 7768 29
10923 27247 2
10924 20140 48
10925 18980 46
10926 24484 34
10927 26949 15
10928 12205 50
10929 18262 46
10930 28120 39
10931 25146 50
10932 10672 27
10933 30519 26
10934 31509 37
10935 43003 16
10936 20567 51
10937 41763 55
10938 31536 60
10939 37448 56
10940 13012 42
10941 33722 34
10942 36699 33
10943 46322 37
10944 40207 47
10945 26739 37
10946 6864 54
10947 902 46
10948 25302 27
10949 2038 23
10950 25447 3
10951 38085 37
10952 47023 11
10953 29454 23
10954 3630 10
10955 47780 54
10956 45556 32
10957 23623 60
10958 32528 5
10959 46283 18
10960 1432 58
10961 48455 44
10962 21786 56
10963 45225 40
10964 20260 2
10965 35624 51
10966 12212 58
10967 45718 49
10968 23692 45
10969 6986 42
10970 43839 33
10971 31520 32
10972 36084 30
10973 27195 33
10974 45686 33
10975 3513 60
10976 7490 54
10977 26621 25
10978 45421 41
10979 3110 30
10980 21432 31
10981 37713 2
10982 25033 43
10983 35107 55
10984 42471 54
10985 45166 27
10986 26495 58
10987 19503 6
10988 2248 28
10989 45557 17
10990 42627 50
10991 45199 30
10992 26856 36
10993 480 49
10994 18736 31
10995 29592 34
10996 29556 22
10997 36379 24
10998 3076 51
10999 1088 9
11000 6377 59
11001 47221 10
11002 9160 10
11003 35433 48
11004 32332 26
11005 8741 37
11006 17971 53
11007 39206 23
11008 26290 59
11009 40067 55
11010 8458 40
11011 20682 58
11012 3741 20
11013 24665 36
11014 19330 24
11015 7190 12
11016 27999 5
11017 42165 57
11018 39520 33
11019 4188 60
11020 17149 56
11021 11084 50
11022 27007 55
11023 26182 15
11024 3690 45
11025 34618 49
11026 5735 46
11027 47048 56
11028 17955 12
11029 3006 56
11030 4913 23
11031 36122 12
11032 13675 39
11033 26753 15
11034 9867 31
11035 18079 54
11036 28135 23
11037 43906 20
11038 32735 39
11039 30032 38
11040 12857 5
11041 18397 34
11042 40091 60
11043 5365 29
11044 1662 25
11045 3778 25
11046 2486 55
11047 41769 5
11048 11449 20
11049 47183 35
11050 27434 57
11051 36036 15
11052 4377 14
11053 6796 8
11054 43050 33
11055 48652 15
11056 8589 27
11057 9744 37
11058 18032 33
11059 7089 60
11060 26255 18
11061 24607 60
11062 43651 10
11063 31725 2
11064 6861 2
11065 26661 31
11066 37428 38
11067 44808 7
11068 4269 11
11069 10170 32
11070 15947 41
11071 772 23
11072 43008 7
11073 2974 41
11074 45930 12
11075 41701 22
11076 39137 30
11077 10282 42
11078 32080 40
11079 48779 11
11080 6344 39
11081 15981 51
11082 8919 57
11083 25447 20
11084 38868 23
11085 25260 51
11086 21150 56
11087 19953 30
11088 45046 3
11089 1939 38
11090 20179 15
11091 21129 36
11092 15699 42
11093 1054 48
11094 48134 19
11095 32857 31
11096 37557 42
11097 42064 39
11098 4746 31
11099 44174 21
11100 46380 36
11101 32383 51
11102 38510 22
11103 38065 9
11104 45931 24
11105 39690 54
11106 30996 35
11107 21190 19
11108 10179 16
11109 32535 51
11110 1599 3
11111 17679 58
11112 29459 47
11113 28601 48
11114 6707 47
11115 7093 33
11116 21175 41
11117 39460 59
11118 36346 15
11119 33323 14
11120 9920 24
11121 21255 2
11122 15206 53
11123 12584 27
11124 18085 51
11125 9676 47
11126 12999 51
11127 21007 13
11128 27546 39
11129 41318 44
11130 34224 17
11131 11151 35
11132 37702 48
11133 3817 23
11134 47268 7
11135 31717 37
11136 28659 24
11137 39713 17
11138 49970 52
11139 1223 6
11140 44978 37
11141 1053 55
11142 19755 56
11143 29073 9
11144 28669 20
11145 27280 38
11146 9005 39
11147 15275 57
11148 16223 22
11149 16146 34
11150 33162 32
11151 17997 32
11152 31432 32
11153 3319 41
11154 34010 53
11155 30664 32
11156 22557 50
11157 39214 3
11158 49562 43
11159 33560 6
11160 47892 38
11161 13309 28
11162 44544 38
11163 16683 4
11164 30909 13
11165 10528 21
11166 45404 24
11167 26734 34
11168 7941 32
11169 9977 52
11170 27918 50
11171 16853 52
11172 43468 51
11173 25243 34
11174 5383 60
11175 9824 42
11176 45202 26
11177 887 48
11178 4731 49
11179 39159 22
11180 23448 16
11181 25751 39
11182 33479 6
11183 17770 58
11184 23313 46
11185 5790 49
11186 45466 3
11187 4344 56
11188 5866 29
11189 31872 30
11190 39036 22
11191 39381 36
11192 17885 36
11193 16030 43
11194 6987 15
11195 16364 12
11196 44066 50
11197 37357 53
11198 47349 56
11199 49994 13
11200 41480 10
11201 48980 28
11202 37074 55
11203 39422 37
11204 15310 6
11205 4812 5
11206 16160 21
11207 18461 56
11208 28258 23
11209 25476 33
11210 24398 45
11211 19294 23
11212 19999 33
11213 29552 19
11214 25878 55
11215 34707 24
11216 47129 36
11217 23859 59
11218 45184 58
11219 15553 37
11220 23756 41
11221 17408 8
11222 18501 7
11223 33874 12
11224 6276 45
11225 13311 15
11226 34016 14
11227 41812 10
11228 2655 33
11229 12227 45
11230 39370 36
11231 35389 27
11232 41562 25
11233 29188 57
11234 10629 36
11235 48396 36
11236 20572 3
11237 25515 42
11238 32295 4
11239 1745 26
11240 39625 17
11241 19661 52
11242 42576 22
11243 37631 38
11244 41996 58
11245 40296 4
11246 1643 52
11247 49245 41
11248 20007 40
11249 17972 35
11250 24321 33
11251 29890 37
11252 3378 4
11253 19977 49
11254 27738 17
11255 40561 38
11256 45010 57
11257 9858 17
11258 18116 21
11259 44112 48
11260 24273 43
11261 49679 46
11262 10205 38
11263 33184 6
11264 37010 26
11265 29902 23
11266 8242 48
11267 39088 44
11268 9052 58
11269 8513 52
11270 47393 22
11271 36916 18
11272 28927 31
11273 20957 39
11274 48041 18
11275 10322 48
11276 11460 58
11277 43495 50
11278 604 55
11279 18341 25
11280 41497 58
11281 9069 34
11282 6392 51
11283 14220 44
11284 32079 50
11285 44527 7
11286 42907 30
11287 40202 56
11288 48229 50
11289 43178 10
11290 38238 48
11291 41639 33
11292 1965 24
11293 38243 28
11294 1038 45
11295 49125 31
11296 8183 5
11297 11329 26
11298 16141 50
11299 12307 32
11300 47361 22
11301 46161 2
11302 22480 43
11303 42677 48
11304 13985 21
11305 6143 26
11306 43751 25
11307 47907 21
11308 10349 41
11309 43288 3
11310 14684 33
11311 44126 39
11312 6130 38
11313 36536 56
11314 5637 3
11315 15882 50
11316 11163 44
11317 2591 48
11318 26455 52
11319 36557 43
11320 7249 40
11321 42657 19
11322 19918 32
11323 15246 34
11324 34498 5
11325 3480 11
11326 35416 43
11327 19164 2
11328 30684 42
11329 4489 26
11330 17580 49
11331 42077 11
11332 40714 19
11333 38375 55
11334 25597 50
11335 33829 49
11336 4796 54
11337 48796 30
11338 12427 3
11339 14492 16
11340 959 58
11341 31467 50
11342 33065 49
11343 43043 49
11344 34399 53
11345 49523 20
11346 4146 7
11347 11600 15
11348 42116 59
11349 11632 31
11350 36071 20
11351 18127 47
11352 10270 34
11353 29387 23
11354 8803 19
11355 17649 29
11356 31797 48
11357 46969 13
11358 48550 47
11359 31754 54
11360 12552 53
11361 32207 39
11362 1899 26
11363 15781 16
11364 48459 49
11365 45275 51
11366 43271 29
11367 6616 45
11368 7815 12
11369 18946 40
11370 22091 43
11371 23509 6
11372 41412 14
11373 6616 20
11374 36295 36
11375 27186 18
11376 48734 2
11377 40006 39
11378 37819 30
11379 26041 34
11380 16138 17
11381 14458 13
11382 32455 49
11383 1703 47
11384 40409 43
11385 17704 13
11386 2120 16
11387 45499 52
11388 28658 20
11389 19293 40
11390 11355 36
11391 16462 44
11392 21456 10
11393 26580 13
11394 32396 8
11395 40145 50
11396 22965 32
11397 26175 51
11398 32958 28
11399 14273 41
11400 39929 35
11401 29812 39
11402 14636 46
11403 16118 19
11404 7314 50
11405 15961 44
11406 37930 8
11407 7348 53
11408 22638 3
11409 22593 29
11410 43107 19
11411 31793 34
11412 21604 6
11413 3256 36
11414 40937 10
11415 16760 41
11416 26667 40
11417 11980 34
11418 25312 30
11419 33650 58
11420 14189 37
11421 30527 35
11422 28409 29
11423 8797 32
11424 26215 17
11425 15672 10
11426 22253 34
11427 29957 39
11428 21671 50
11429 15105 13
11430 21352 38
11431 37998 42
11432 38138 54
11433 42790 15
11434 21861 34
11435 23594 22
11436 33759 36
11437 32404 9
11438 43348 46
11439 20156 42
11440 15733 58
11441 45277 7
11442 13623 12
11443 22058 2
11444 45211 38
11445 47253 47
11446 11701 36
11447 32001 44
11448 43223 30
11449 1252 38
11450 19713 29
11451 38121 29
11452 8386 38
11453 26072 39
11454 39068 41
11455 41165 56
11456 40966 32
11457 5198 18
11458 40029 5
11459 22873 28
11460 16443 22
11461 11632 51
11462 1069 39
11463 28306 18
11464 37854 20
11465 41449 38
11466 10454 37
11467 21212 16
11468 1415 32
11469 11010 47
11470 19943 50
11471 33091 7
11472 1514 13
11473 36112 27
11474 16824 14
11475 26808 47
11476 33671 28
11477 23890 47
11478 24715 37
11479 6641 56
11480 12431 18
11481 49355 32
11482 33243 57
11483 10412 49
11484 39409 32
11485 40593 19
11486 6975 22
11487 49072 55
11488 10084 29
11489 43877 55
11490 11984 21
11491 32942 20
11492 38197 17
11493 13177 21
11494 36485 32
11495 17323 42
11496 34862 45
11497 29745 16
11498 49500 52
11499 45953 38
11500 25569 10
11501 34601 39
11502 36006 8
11503 29817 52
11504 14523 51
11505 36856 31
11506 585 42
11507 29072 56
11508 21034 28
11509 49767 20
11510 2050 56
11511 27956 13
11512 40604 10
11513 45910 57
11514 2644 42
11515 3316 2
11516 29404 40
11517 47509 18
11518 37724 21
11519 6336 22
11520 474 19
11521 46867 60
11522 2686 46
11523 49054 5
11524 33985 55
11525 2073 57
11526 4155 48
11527 220 46
11528 8917 42
11529 21184 12
11530 255 30
11531 27855 18
11532 2374 45
11533 29812 42
11534 44927 48
11535 21573 44
11536 2243 59
11537 28827 12
11538 29941 60
11539 15338 40
11540 26389 10
11541 19780 47
11542 29034 60
11543 19821 44
11544 35598 46
11545 16456 19
11546 24263 29
11547 29147 14
11548 16968 6
11549 17131 59
11550 2327 19
11551 18042 19
11552 43225 48
11553 6495 4
11554 13670 9
11555 10443 57
11556 41294 56
11557 43630 53
11558 30739 7
11559 13744 7
11560 42755 14
11561 34813 53
11562 21816 33
11563 43779 51
11564 20528 3
11565 21268 53
11566 23911 6
11567 14121 41
11568 8849 4
11569 39332 55
11570 1112 31
11571 13642 53
11572 40073 38
11573 4757 34
11574 48297 60
11575 43031 7
11576 1829 39
11577 10531 37
11578 20866 19
11579 43680 42
11580 45816 27
11581 21947 55
11582 17546 36
11583 6921 36
11584 28490 34
11585 23990 45
11586 7848 23
11587 47521 24
11588 33342 60
11589 1221 52
11590 6816 36
11591 1440 36
11592 21358 51
11593 6537 52
11594 4007 17
11595 27599 19
11596 8748 52
11597 47976 10
11598 38621 15
11599 30858 10
11600 9795 24
11601 22037 19
11602 10926 35
11603 11270 28
11604 44952 41
11605 17466 37
11606 17632 29
11607 3445 4
11608 44398 52
11609 32980 52
11610 16456 23
11611 4393 8
11612 20389 32
11613 15731 41
11614 23715 9
11615 27594 52
11616 45666 12
11617 13511 38
11618 41968 20
11619 4810 46
11620 7726 58
11621 27288 58
11622 33122 53
11623 49062 58
11624 24798 51
11625 8217 32
11626 26468 11
11627 14139 4
11628 21739 15
11629 17868 22
11630 19531 36
11631 24442 38
11632 7372 10
11633 31102 8
11634 28111 30
11635 40149 53
11636 4116 35
11637 49953 26
11638 145 32
11639 44702 30
11640 48826 7
11641 21688 30
11642 35077 37
11643 10954 23
11644 39272 50
11645 5292 22
11646 6809 54
11647 40016 21
11648 48872 40
11649 47153 53
11650 25244 47
11651 27826 36
11652 15110 32
11653 24287 56
11654 41176 38
11655 15948 33
11656 24434 28
11657 49988 8
11658 3162 15
11659 43785 33
11660 44911 20
11661 21930 27
11662 31183 49
11663 35584 31
11664 39955 31
11665 26965 4
11666 1819 28
11667 29224 27
11668 18670 51
11669 37088 11
11670 13373 40
11671 24080 58
11672 18569 19
11673 15439 10
11674 10031 29
11675 25653 51
11676 40418 45
11677 42006 50
11678 43628 17
11679 20193 43
11680 47603 22
11681 21047 13
11682 36814 47
11683 37683 9
11684 5268 55
11685 3670 2
11686 44862 40
11687 21306 25
11688 5515 6
11689 3993 43
11690 20853 30
11691 35952 10
11692 268 24
11693 17363 22
11694 45671 28
11695 38934 34
11696 49313 29
11697 35558 42
11698 9705 29
11699 34592 60
11700 23424 32
11701 28608 59
11702 37579 51
11703 37391 19
11704 21336 35
11705 24579 15
11706 39455 4
11707 46581 53
11708 18793 13
11709 33590 26
11710 21381 46
11711 29451 59
11712 11488 3
11713 24790 38
11714 30981 12
11715 30812 31
11716 13090 2
11717 47339 45
11718 36898 35
11719 24414 60
11720 24318 27
11721 40938 8
11722 25920 10
11723 31054 16
11724 28068 3
11725 41397 46
11726 11962 46
11727 28111 57
11728 45593 44
11729 14632 38
11730 38468 60
11731 37122 58
11732 43511 44
11733 10500 32
11734 3605 43
11735 28850 22
11736 44975 10
11737 4266 32
11738 23964 5
11739 15150 4
11740 26981 27
11741 20022 22
11742 30539 42
11743 25394 43
11744 28287 42
11745 15804 18
11746 49160 9
11747 38833 28
11748 5362 50
11749 35618 45
11750 19960 42
11751 4928 22
11752 12673 60
11753 44980 12
11754 25984 53
11755 5492 57
11756 17878 12
11757 45815 31
11758 10666 18
11759 8882 60
11760 44851 30
11761 8093 55
11762 27712 56
11763 14144 10
11764 35216 37
11765 38086 59
11766 29813 20
11767 16110 22
11768 41896 9
11769 9010 32
11770 40243 8
11771 38422 60
11772 678 37
11773 35262 19
11774 11997 7
11775 180 43
11776 18569 59
11777 11418 37
11778 682 17
11779 8645 8
11780 37123 44
11781 21021 40
11782 18711 8
11783 24699 19
11784 11684 3
11785 18407 32
11786 21816 22
11787 47044 22
11788 9855 53
11789 27893 57
11790 39148 40
11791 36625 55
11792 39169 24
11793 23436 23
11794 19126 14
11795 3710 7
11796 31440 47
11797 46646 21
11798 151 39
11799 26696 39
11800 47822 46
11801 7011 12
11802 23596 17
11803 43419 26
11804 10881 48
11805 37686 10
11806 19192 36
11807 22000 21
11808 42863 34
11809 16430 10
11810 40467 53
11811 1790 27
11812 16003 22
11813 11762 53
11814 17560 23
11815 10247 46
11816 18861 33
11817 5054 53
11818 23466 51
11819 19113 8
11820 35709 56
11821 26340 26
11822 28881 27
11823 33034 47
11824 24399 22
11825 38778 19
11826 45293 12
11827 43787 39
11828 24193 12
11829 45552 54
11830 6684 36
11831 20653 40
11832 32321 25
11833 18130 30
11834 12854 58
11835 49248 47
11836 25823 57
11837 43645 54
11838 10363 38
11839 13673 47
11840 40837 52
11841 35043 35
11842 38605 44
11843 38514 34
11844 4662 45
11845 17149 31
11846 35198 37
11847 20984 16
11848 41825 43
11849 27008 41
11850 410 28
11851 5263 51
11852 2507 42
11853 44634 56
11854 8154 25
11855 3590 35
11856 44363 9
11857 44140 30
11858 36123 21
11859 34352 2
11860 48217 33
11861 30472 15
11862 10213 11
11863 32759 32
11864 14211 37
11865 21167 54
11866 16788 13
11867 32698 12
11868 30539 57
11869 14271 49
11870 35037 14
11871 25861 35
11872 10648 36
11873 27684 39
11874 43318 48
11875 432 33
11876 26735 30
11877 38855 46
11878 29101 35
11879 35656 22
11880 3215 16
11881 34868 53
11882 43077 33
11883 22089 21
